"id","round_number","participant_id","theme_selection","article","mid_questionnaire","timestamp"
573,1,166,"{""selected_article_id"": 44, ""selected_article_title"": ""Amazon to invest $233 million in India to expand operations infrastructure, improve tech"", ""selected_article_category"": ""technology"", ""condition"": ""nolabel""}","{""selected_article_id"": 37, ""selected_article_title"": ""Stanford researchers develop \u2018game-changing' stroke treatment that doubles effectiveness"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-25 11:52:13.174337"
574,2,163,NA,"{""selected_article_id"": 30, ""selected_article_title"": ""Exclusive: Betts-backed World Bowling League to roll out next year"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""3""}","2025-06-25 11:51:23.642231"
575,3,158,NA,"{""selected_article_id"": 1, ""selected_article_title"": ""MSNBC anchor asks panel if political violence is a result of the 'will of the people' being ignored or just part of life"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-25 11:51:37.885683"
576,3,159,NA,"{""selected_article_id"": 46, ""selected_article_title"": ""Videos show aftermath of Iranian strikes in Israel"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""7""}","2025-06-25 11:52:44.310943"
577,3,163,NA,"{""selected_article_id"": 17, ""selected_article_title"": ""Trump confronts Juventus soccer team about 'men playing in women's sports' at White House"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""2"", ""trust_image"": ""3""}","2025-06-25 11:52:53.983543"
578,2,166,NA,"{""selected_article_id"": 48, ""selected_article_title"": ""New Report Highlights Air Traffic Control Staffing Woes"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-25 11:52:54.482580"
579,2,164,NA,"{""selected_article_id"": 48, ""selected_article_title"": ""New Report Highlights Air Traffic Control Staffing Woes"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""6""}","2025-06-25 11:53:13.664327"
580,3,166,NA,"{""selected_article_id"": 35, ""selected_article_title"": ""Israeli airstrikes hit multiple Iran nuclear sites. Here's what we know about them."", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-25 11:53:08.418138"
581,2,165,NA,"{""selected_article_id"": 16, ""selected_article_title"": ""Whoopi Goldberg puts global spotlight on women's sports, athletes with All Women's Sports Network"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""3"", ""trust_image"": ""3""}","2025-06-25 11:53:56.266564"
582,2,157,NA,NA,"{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 11:54:05.701002"
583,3,165,NA,"{""selected_article_id"": 25, ""selected_article_title"": ""Laying claim to the lake: UC Davis athletes will sport Tahoe-themed uniforms"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-25 11:54:41.530630"
584,1,167,"{""selected_article_id"": 0, ""selected_article_title"": ""Peak absurdity on campaign finance reform heads to the Supreme Court"", ""selected_article_category"": ""politics"", ""condition"": ""color""}","{""selected_article_id"": 8, ""selected_article_title"": ""ASRA NOMANI: The $2.1 billion machine behind 'spontaneous' anti-Trump protests"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-25 11:56:01.927592"
585,3,164,NA,"{""selected_article_id"": 41, ""selected_article_title"": ""Honda conducts surprise reusable rocket test, aims spaceflight by 2029"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""5"", ""trust_image"": ""6""}","2025-06-25 11:55:30.854268"
586,3,157,NA,"{""selected_article_id"": 4, ""selected_article_title"": ""Colorado officials react to assassination of Minnesota lawmaker and her husband"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 11:56:34.330413"
587,2,167,NA,"{""selected_article_id"": 11, ""selected_article_title"": ""We Encourage Political Violence When We Look the Other Way"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-25 11:57:36.865078"
588,1,168,"{""selected_article_id"": 60, ""selected_article_title"": ""Book excerpt: \""Desi Arnaz: The Man Who Invented Television\"""", ""selected_article_category"": ""entertainment"", ""condition"": ""c2pa""}","{""selected_article_id"": 69, ""selected_article_title"": ""Remember Fonzworth Bentley? Here's what happened after he moved on from holding umbrellas for Sean \u2018Diddy' Combs"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 11:59:40.859415"
589,1,171,"{""selected_article_id"": 0, ""selected_article_title"": ""Peak absurdity on campaign finance reform heads to the Supreme Court"", ""selected_article_category"": ""politics"", ""condition"": ""no_color""}","{""selected_article_id"": 12, ""selected_article_title"": ""NYC's Muslim mayoral candidate gets car bomb threat, despite not owning a vehicle"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-25 12:02:46.665169"
590,3,167,NA,"{""selected_article_id"": 5, ""selected_article_title"": ""What motivated the Minnesota lawmaker shooting suspect is unclear, so are his politics"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-25 11:59:55.931636"
591,1,172,"{""selected_article_id"": 27, ""selected_article_title"": ""Greek probes into soccer hooliganism find links to drugs, extortion and arson"", ""selected_article_category"": ""sports"", ""condition"": ""c2pa""}","{""selected_article_id"": 24, ""selected_article_title"": ""Fanatics Fest 2025 explained: The memorabilia, competitions, and events that will fill your timeline"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""6"", ""trust_image"": ""7""}","2025-06-25 12:01:12.028003"
592,1,170,"{""selected_article_id"": 68, ""selected_article_title"": ""Aventura Mall voted \""Best Mall in America,\"" USA TODAY poll"", ""selected_article_category"": ""entertainment"", ""condition"": ""color""}","{""selected_article_id"": 67, ""selected_article_title"": ""Live Nation case at US Supreme Court tests reach of arbitration law"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Image label"", ""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-25 12:01:47.283018"
593,2,168,NA,"{""selected_article_id"": 58, ""selected_article_title"": ""US toymaker MGA criticised by UK court for 'retaliatory' action against startup"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 12:01:29.022360"
594,2,172,NA,"{""selected_article_id"": 19, ""selected_article_title"": ""Why are so few people watching the Stanley Cup Final in the U.S.?"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""7"", ""trust_image"": ""6""}","2025-06-25 12:03:36.474866"
595,1,173,"{""selected_article_id"": 7, ""selected_article_title"": ""Taking on Israel's greatest foe has banished Netanyahu's political troubles in an instant"", ""selected_article_category"": ""politics"", ""condition"": ""nolabel""}","{""selected_article_id"": 10, ""selected_article_title"": ""Once known for civility, Minnesota succumbs to spread of political violence"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Image label"", ""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 12:03:58.848346"
596,3,168,NA,"{""selected_article_id"": 57, ""selected_article_title"": ""McDonald's settles Byron Allen's $10 billion lawsuit over ads for Black-owned media"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 12:02:23.309360"
597,1,169,"{""selected_article_id"": 49, ""selected_article_title"": ""Texas startup sells plastic-eating fungi diapers to tackle landfill waste"", ""selected_article_category"": ""technology"", ""condition"": ""nolabel""}","{""selected_article_id"": 39, ""selected_article_title"": ""Ocado, Bon Preu to build new fulfilment centre in Catalonia"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Image label""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-25 12:05:06.847269"
598,1,174,"{""selected_article_id"": 49, ""selected_article_title"": ""Texas startup sells plastic-eating fungi diapers to tackle landfill waste"", ""selected_article_category"": ""technology"", ""condition"": ""color""}","{""selected_article_id"": 51, ""selected_article_title"": ""Anduril, Rheinmetall partner to build military drones for Europe"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Don't know/None of these""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-25 12:18:25.134464"
599,2,171,NA,"{""selected_article_id"": 4, ""selected_article_title"": ""Colorado officials react to assassination of Minnesota lawmaker and her husband"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""1""}","2025-06-25 12:04:05.187332"
600,3,172,NA,"{""selected_article_id"": 32, ""selected_article_title"": ""Fever dream: Caitlin Clark and her teammates are still shocked \u2013 and inspired \u2013 by the circus following their team"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Image label"", ""Headline""], ""trust_article"": ""6"", ""trust_image"": ""7""}","2025-06-25 12:04:10.423691"
601,2,173,NA,"{""selected_article_id"": 11, ""selected_article_title"": ""We Encourage Political Violence When We Look the Other Way"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 12:04:41.914126"
602,3,171,NA,"{""selected_article_id"": 5, ""selected_article_title"": ""What motivated the Minnesota lawmaker shooting suspect is unclear, so are his politics"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""6""}","2025-06-25 12:05:06.609898"
603,3,173,NA,"{""selected_article_id"": 15, ""selected_article_title"": ""Democratic leaders accuse Trump of legitimizing political violence that led to Minnesota shootings"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""3"", ""trust_image"": ""2""}","2025-06-25 12:05:23.107784"
605,2,169,NA,"{""selected_article_id"": 40, ""selected_article_title"": ""China to set up segment on STAR Market to host pre-profit growth companies"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Image label"", ""Headline""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-25 12:08:05.569851"
606,1,175,"{""selected_article_id"": 10, ""selected_article_title"": ""Once known for civility, Minnesota succumbs to spread of political violence"", ""selected_article_category"": ""politics"", ""condition"": ""no_color""}","{""selected_article_id"": 35, ""selected_article_title"": ""Israeli airstrikes hit multiple Iran nuclear sites. Here's what we know about them."", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Image label"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""5""}","2025-06-25 12:11:47.944428"
607,2,170,NA,"{""selected_article_id"": 61, ""selected_article_title"": ""Netflix Dips Its Toe Into Old-Fashioned TV"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""5""}","2025-06-25 12:08:04.189232"
608,1,177,"{""selected_article_id"": 19, ""selected_article_title"": ""Why are so few people watching the Stanley Cup Final in the U.S.?"", ""selected_article_category"": ""sports"", ""condition"": ""nolabel""}","{""selected_article_id"": 5, ""selected_article_title"": ""What motivated the Minnesota lawmaker shooting suspect is unclear, so are his politics"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-25 12:09:35.760085"
610,1,176,"{""selected_article_id"": 67, ""selected_article_title"": ""Live Nation case at US Supreme Court tests reach of arbitration law"", ""selected_article_category"": ""entertainment"", ""condition"": ""c2pa""}","{""selected_article_id"": 61, ""selected_article_title"": ""Netflix Dips Its Toe Into Old-Fashioned TV"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 12:16:05.978667"
611,3,169,NA,"{""selected_article_id"": 52, ""selected_article_title"": ""Visual effects veteran Ed Ulbrich joins AI company Moonvalley"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-25 12:09:12.441379"
612,2,177,NA,"{""selected_article_id"": 2, ""selected_article_title"": ""As the Army celebrates its 250th birthday, officials say the military's apolitical nature is at risk"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""3"", ""trust_image"": ""4""}","2025-06-25 12:10:53.792124"
614,3,170,NA,"{""selected_article_id"": 63, ""selected_article_title"": ""US consumers more pessimistic on tariff costs, TransUnion says"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""5"", ""trust_image"": ""4""}","2025-06-25 12:13:05.969788"
615,1,178,"{""selected_article_id"": 26, ""selected_article_title"": ""California girl athletes to rally at sports league meeting to fight trans athlete law after track season chaos"", ""selected_article_category"": ""sports"", ""condition"": ""color""}","{""selected_article_id"": 30, ""selected_article_title"": ""Exclusive: Betts-backed World Bowling League to roll out next year"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 12:12:57.700485"
616,2,175,NA,"{""selected_article_id"": 47, ""selected_article_title"": ""Trump administration backs U.S. candidate to retain UN telecoms post"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""3""}","2025-06-25 12:12:33.783831"
617,3,177,NA,"{""selected_article_id"": 1, ""selected_article_title"": ""MSNBC anchor asks panel if political violence is a result of the 'will of the people' being ignored or just part of life"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-25 12:13:10.301334"
618,3,175,NA,"{""selected_article_id"": 40, ""selected_article_title"": ""China to set up segment on STAR Market to host pre-profit growth companies"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""3"", ""trust_image"": ""7""}","2025-06-25 12:13:09.603366"
619,2,178,NA,"{""selected_article_id"": 32, ""selected_article_title"": ""Fever dream: Caitlin Clark and her teammates are still shocked \u2013 and inspired \u2013 by the circus following their team"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 12:13:40.345277"
620,1,179,"{""selected_article_id"": 50, ""selected_article_title"": ""Apple eyes using AI to design its chips, technology executive says"", ""selected_article_category"": ""technology"", ""condition"": ""no_color""}","{""selected_article_id"": 37, ""selected_article_title"": ""Stanford researchers develop \u2018game-changing' stroke treatment that doubles effectiveness"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Don't know/None of these""], ""trust_article"": ""1"", ""trust_image"": ""2""}","2025-06-25 12:14:33.047182"
621,3,178,NA,"{""selected_article_id"": 16, ""selected_article_title"": ""Whoopi Goldberg puts global spotlight on women's sports, athletes with All Women's Sports Network"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 12:14:09.329175"
622,2,179,NA,"{""selected_article_id"": 35, ""selected_article_title"": ""Israeli airstrikes hit multiple Iran nuclear sites. Here's what we know about them."", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Don't know/None of these""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-25 12:15:00.608972"
623,1,180,"{""selected_article_id"": 17, ""selected_article_title"": ""Trump confronts Juventus soccer team about 'men playing in women's sports' at White House"", ""selected_article_category"": ""sports"", ""condition"": ""c2pa""}","{""selected_article_id"": 26, ""selected_article_title"": ""California girl athletes to rally at sports league meeting to fight trans athlete law after track season chaos"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-25 12:16:25.342313"
624,1,181,"{""selected_article_id"": 19, ""selected_article_title"": ""Why are so few people watching the Stanley Cup Final in the U.S.?"", ""selected_article_category"": ""sports"", ""condition"": ""nolabel""}","{""selected_article_id"": 22, ""selected_article_title"": ""Louisiana is poised to hike its sports betting tax to help colleges pay their athletes"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-25 12:16:26.904280"
625,3,179,NA,"{""selected_article_id"": 47, ""selected_article_title"": ""Trump administration backs U.S. candidate to retain UN telecoms post"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Don't know/None of these""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-25 12:15:23.224404"
626,2,176,NA,"{""selected_article_id"": 59, ""selected_article_title"": ""Bay Area malls drawing customers back with interactive entertainment"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 12:16:30.148100"
627,1,182,"{""selected_article_id"": 66, ""selected_article_title"": ""Juneteenth Festival happening this weekend in Beverly, Morgan Park neighborhoods"", ""selected_article_category"": ""entertainment"", ""condition"": ""color""}","{""selected_article_id"": 54, ""selected_article_title"": ""Fox News Entertainment Newsletter: Brad Pitt talks mistakes, Billy Idol nearly died from drug overdose"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 12:17:42.254409"
628,2,181,NA,"{""selected_article_id"": 17, ""selected_article_title"": ""Trump confronts Juventus soccer team about 'men playing in women's sports' at White House"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-25 12:16:48.486981"
629,2,180,NA,"{""selected_article_id"": 23, ""selected_article_title"": ""Euro 2028 among events to benefit as UK govt pledges $1.2 billion investment in sport"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Image label"", ""Headline""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-25 12:17:30.831143"
630,1,183,"{""selected_article_id"": 34, ""selected_article_title"": ""What the NBA's new TV deal means for viewership and national, local markets"", ""selected_article_category"": ""sports"", ""condition"": ""no_color""}","{""selected_article_id"": 28, ""selected_article_title"": ""Lawmaker unveils Riley Gaines-backed bill targeting transgender military academy students"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 12:22:38.437939"
631,3,181,NA,"{""selected_article_id"": 32, ""selected_article_title"": ""Fever dream: Caitlin Clark and her teammates are still shocked \u2013 and inspired \u2013 by the circus following their team"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-25 12:17:10.243809"
632,3,176,NA,"{""selected_article_id"": 64, ""selected_article_title"": ""Chloe Kelly grants Arsenal period of exclusivity for permanent transfer talks"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""7""}","2025-06-25 12:17:53.736041"
633,3,180,NA,"{""selected_article_id"": 20, ""selected_article_title"": ""Australia's Super Netball goes global in deal with Whoopi Goldberg's AWSN"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-25 12:17:59.302925"
634,2,182,NA,"{""selected_article_id"": 58, ""selected_article_title"": ""US toymaker MGA criticised by UK court for 'retaliatory' action against startup"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Image label"", ""Headline""], ""trust_article"": ""5"", ""trust_image"": ""6""}","2025-06-25 12:18:15.711229"
635,3,182,NA,"{""selected_article_id"": 62, ""selected_article_title"": ""PSG inspired by Los Angeles as it sets out to build new stadium"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-25 12:18:52.718954"
636,1,184,"{""selected_article_id"": 68, ""selected_article_title"": ""Aventura Mall voted \""Best Mall in America,\"" USA TODAY poll"", ""selected_article_category"": ""entertainment"", ""condition"": ""c2pa""}","{""selected_article_id"": 57, ""selected_article_title"": ""McDonald's settles Byron Allen's $10 billion lawsuit over ads for Black-owned media"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 12:23:01.484062"
637,2,174,NA,"{""selected_article_id"": 50, ""selected_article_title"": ""Apple eyes using AI to design its chips, technology executive says"", ""selected_article_had_label"": false, ""label_explained"": true}","{""selected_elements"": [""Picture""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-25 12:21:47.524460"
638,1,186,"{""selected_article_id"": 50, ""selected_article_title"": ""Apple eyes using AI to design its chips, technology executive says"", ""selected_article_category"": ""technology"", ""condition"": ""no_color""}","{""selected_article_id"": 41, ""selected_article_title"": ""Honda conducts surprise reusable rocket test, aims spaceflight by 2029"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""5"", ""trust_image"": ""4""}","2025-06-25 12:24:18.630695"
639,3,174,NA,"{""selected_article_id"": 46, ""selected_article_title"": ""Videos show aftermath of Iranian strikes in Israel"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-25 12:23:03.938415"
641,1,185,"{""selected_article_id"": 45, ""selected_article_title"": ""Swedish military joins Telia, Ericsson to boost defense tech"", ""selected_article_category"": ""technology"", ""condition"": ""color""}","{""selected_article_id"": 44, ""selected_article_title"": ""Amazon to invest $233 million in India to expand operations infrastructure, improve tech"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Image label"", ""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""6""}","2025-06-25 12:26:33.419152"
642,1,187,"{""selected_article_id"": 35, ""selected_article_title"": ""Israeli airstrikes hit multiple Iran nuclear sites. Here's what we know about them."", ""selected_article_category"": ""technology"", ""condition"": ""nolabel""}","{""selected_article_id"": 49, ""selected_article_title"": ""Texas startup sells plastic-eating fungi diapers to tackle landfill waste"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-25 12:25:15.705729"
643,2,184,NA,"{""selected_article_id"": 60, ""selected_article_title"": ""Book excerpt: \""Desi Arnaz: The Man Who Invented Television\"""", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""5"", ""trust_image"": ""7""}","2025-06-25 12:24:18.290252"
644,2,183,NA,"{""selected_article_id"": 31, ""selected_article_title"": ""San Francisco women's sports bar, Rikki's, packed for Valkyries away game"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-25 12:24:17.030046"
647,3,184,NA,"{""selected_article_id"": 56, ""selected_article_title"": ""Beating back boredom this summer for both parents and kids"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Image label"", ""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""4""}","2025-06-25 12:25:21.907856"
648,1,188,"{""selected_article_id"": 3, ""selected_article_title"": ""Massachusetts lawmakers condemn political shootings in Minnesota as \""horrific\"""", ""selected_article_category"": ""politics"", ""condition"": ""color""}","{""selected_article_id"": 13, ""selected_article_title"": ""Mike Lee, prominent Republicans leap to baseless claims about political violence \u2013 again"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""5""}","2025-06-25 12:26:15.346688"
649,3,183,NA,"{""selected_article_id"": 32, ""selected_article_title"": ""Fever dream: Caitlin Clark and her teammates are still shocked \u2013 and inspired \u2013 by the circus following their team"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-25 12:25:37.786054"
650,2,187,NA,"{""selected_article_id"": 42, ""selected_article_title"": ""Honda-backed Helm.ai unveils vision system for self-driving cars"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-25 12:26:02.844143"
651,1,189,"{""selected_article_id"": 15, ""selected_article_title"": ""Democratic leaders accuse Trump of legitimizing political violence that led to Minnesota shootings"", ""selected_article_category"": ""politics"", ""condition"": ""no_color""}","{""selected_article_id"": 11, ""selected_article_title"": ""We Encourage Political Violence When We Look the Other Way"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""6""}","2025-06-25 12:27:26.738068"
652,3,187,NA,"{""selected_article_id"": 43, ""selected_article_title"": ""Arlington Cemetery wreath laying begins Army 250th birthday"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-25 12:26:36.842946"
653,2,186,NA,"{""selected_article_id"": 44, ""selected_article_title"": ""Amazon to invest $233 million in India to expand operations infrastructure, improve tech"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""5"", ""trust_image"": ""7""}","2025-06-25 12:26:55.413418"
654,2,188,NA,"{""selected_article_id"": 15, ""selected_article_title"": ""Democratic leaders accuse Trump of legitimizing political violence that led to Minnesota shootings"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""3"", ""trust_image"": ""5""}","2025-06-25 12:27:46.132103"
655,2,185,NA,"{""selected_article_id"": 47, ""selected_article_title"": ""Trump administration backs U.S. candidate to retain UN telecoms post"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""7""}","2025-06-25 12:29:31.644667"
